Date,State,City_country,n_killed,n_injured
"June 26, 2016",Texas,Corpus Christi,0,4
"June 25, 2016",Texas,Fort Worth,2,5
"June 25, 2016",Virginia,Norfolk,0,4
"June 25, 2016",Illinois,Chicago,0,4
"June 24, 2016",Kansas,Kansas City,0,4
"June 24, 2016",Connecticut,Hartford,0,5
"June 24, 2016",Maryland,District Heights,3,2
"June 22, 2016",Washington,Olympia,3,1
"June 22, 2016",Georgia,Dekalb (county),1,4
"June 22, 2016",Illinois,Chicago,0,4
"June 21, 2016",New Jersey,Willingboro,0,4
"June 21, 2016",Kentucky,Louisville,2,2
"June 19, 2016",Virginia,Roanoke,0,4
"June 18, 2016",Virginia,Exmore,1,3
"June 18, 2016",Georgia,Waycross,2,2
"June 18, 2016",Illinois,Chicago,0,4
"June 14, 2016",Delaware,Wilmington,0,4
"June 14, 2016",California,Oakland,1,3
"June 13, 2016",California,Fresno,0,4
"June 13, 2016",New York,Brooklyn,0,5
"June 13, 2016",Illinois,Chicago,0,5
"June 12, 2016",Florida,Orlando,50,53
"June 11, 2016",New Mexico,Roswell,5,0
"June 11, 2016",Minnesota,Webster,0,4
"June 11, 2016",North Carolina,Charlotte,1,3
"June 11, 2016",California,Stockton,1,3
"June 11, 2016",California,Panorama City,3,2
"June 9, 2016",Florida,Fort Walton Beach,0,4
"June 8, 2016",District of Columbia,Washington,0,4
"June 8, 2016",Massachusetts,Boston,1,3
"June 6, 2016",California,Visalia,0,4
"June 5, 2016",Minnesota,Minneapolis,0,4
"June 5, 2016",Florida,Cape Coral,3,3
"June 5, 2016",Arizona,Phoenix,2,4
"June 5, 2016",New York,Brooklyn,0,4
"June 4, 2016",Colorado,Denver,3,1
"May 31, 2016",Illinois,Chicago,0,4
"May 31, 2016",Indiana,Fort Wayne,0,4
"May 30, 2016",Maryland,Baltimore,0,5
"May 30, 2016",California,Sacramento,0,5
"May 29, 2016",Nevada,Las Vegas,0,4
"May 29, 2016",New Jersey,Trenton,0,6
"May 29, 2016",Indiana,Indianapolis,0,4
"May 29, 2016",Texas,Houston,2,6
"May 23, 2016",New Jersey,Newark,0,5
"May 22, 2016",Louisiana,New Orleans,0,4
"May 22, 2016",California,Stockton,1,3
"May 22, 2016",Tennessee,Nashville,0,4
"May 21, 2016",Georgia,Jackson,1,3
"May 18, 2016",Indiana,Indianapolis,0,4
"May 17, 2016",South Carolina,Ravenel,3,1
"May 15, 2016",Indiana,Evansville,0,4
"May 15, 2016",Georgia,Moultrie,5,0
"May 14, 2016",Georgia,Atlanta,0,5
"May 14, 2016",West Virginia,Charleston,1,3
"May 11, 2016",Alabama,Birmingham,1,4
"May 11, 2016",Illinois,Chicago,0,5
"May 8, 2016",Texas,Austin,1,3
"May 6, 2016",Michigan,Detroit,1,4
"May 6, 2016",Alabama,Montgomery,1,3
"May 6, 2016",Maryland,Bethesda,3,3
"May 5, 2016",Louisiana,Shreveport,2,6
"May 5, 2016",Florida,Miami,1,3
"May 4, 2016",Minnesota,Minneapolis,1,7
"May 1, 2016",Tennessee,Murfreesboro,0,5
"April 29, 2016",Missouri,Saint Louis (Ferguson),0,4
"April 29, 2016",California,Oakland,0,5
"April 27, 2016",Louisiana,Baton Rouge,2,2
"April 27, 2016",Mississippi,Kilmichael,3,1
"April 26, 2016",Maryland,District Heights (Forestville),1,4
"April 25, 2016",Tennessee,Nashville,0,4
"April 25, 2016",Florida,Miami,0,5
"April 24, 2016",Virginia,Halifax,0,5
"April 24, 2016",Illinois,Chicago (Englewood),2,3
"April 24, 2016",Colorado,Denver,0,4
"April 23, 2016",Nevada,Las Vegas,1,3
"April 23, 2016",Alabama,Auburn,3,1
"April 23, 2016",New York,New York (Manhattan),0,4
"April 23, 2016",Kansas,Topeka,1,4
"April 22, 2016",Ohio,Piketon,8,0
"April 22, 2016",Georgia,Appling,6,0
"April 21, 2016",Maryland,Baltimore,0,4
"April 19, 2016",Alabama,Blountsville,1,4
"April 19, 2016",Illinois,Chicago,1,3
"April 19, 2016",Illinois,Chicago,1,4
"April 18, 2016",California,Long Beach,1,3
"April 17, 2016",Pennsylvania,Philadelphia,3,1
"April 17, 2016",South Carolina,Pelzer,1,3
"April 17, 2016",Texas,Edinburg,1,6
"April 16, 2016",Michigan,Detroit,1,4
"April 16, 2016",Florida,Orlando,2,4
"April 16, 2016",Alabama,Enterprise,0,4
"April 10, 2016",Wisconsin,Milwaukee,1,3
"April 10, 2016",California,Los Angeles,0,4
"April 9, 2016",Tennessee,Memphis,0,4
"April 9, 2016",Alabama,Anniston,0,4
"April 9, 2016",New Mexico,Albuquerque,0,4
"April 7, 2016",Illinois,Chicago,0,4
"March 31, 2016",Illinois,Chicago (Englewood),0,4
"March 25, 2016",Illinois,Chicago,0,4
"March 25, 2016",Colorado,Denver,0,4
"March 21, 2016",Illinois,Chicago,0,4
"March 19, 2016",Florida,Plantation,1,4
"March 19, 2016",Alabama,Wetumpka,2,2
"March 15, 2016",Georgia,Atlanta,0,5
"March 13, 2016",Florida,Fort Myers,0,4
"March 12, 2016",Oregon,Portland,0,4
"March 12, 2016",California,Oakland,0,4
"March 11, 2016",Michigan,Detroit,2,2
"March 11, 2016",New Jersey,Trenton,0,5
"March 9, 2016",Pennsylvania,Pittsburgh,5,3
"March 8, 2016",Texas,San Antonio,2,3
"March 7, 2016",Louisiana,Lafayette,0,4
"March 7, 2016",Kansas,Kansas City,5,0
"March 6, 2016",Massachusetts,Chelsea,1,6
"March 6, 2016",Georgia,Roswell,0,4
"March 6, 2016",California,Compton,1,8
"March 5, 2016",Kansas,Wichita,0,4
"March 4, 2016",Ohio,Columbus,1,3
"February 28, 2016",Michigan,Detroit,0,5
"February 28, 2016",California,Riverside (Jurupa Valley),1,3
"February 27, 2016",Virginia,Woodbridge (Lake Ridge),2,2
"February 26, 2016",Washington,Belfair,5,0
"February 25, 2016",Kansas,Hesston,4,14
"February 23, 2016",Arizona,Glendale,5,0
"February 23, 2016",Florida,Daytona Beach,0,4
"February 21, 2016",Texas,Houston,0,5
"February 21, 2016",Missouri,Hazelwood,1,3
"February 20, 2016",Florida,Tampa,1,3
"February 20, 2016",Michigan,Kalamazoo,6,2
"February 20, 2016",Alabama,Bessemer,1,3
"February 20, 2016",Florida,Orlando,0,4
"February 20, 2016",Mississippi,Iuka,2,3
"February 19, 2016",Missouri,Edgerton,4,0
"February 19, 2016",California,Vallejo,1,3
"February 14, 2016",Texas,Houston,1,3
"February 14, 2016",Alabama,Eutaw (Union),0,5
"February 13, 2016",Louisiana,Marrero,0,4
"February 7, 2016",Mississippi,Pass Christian,2,4
"February 7, 2016",Florida,Orlando,2,10
"February 7, 2016",New York,Rochester,1,7
"February 7, 2016",Illinois,Chicago (Englewood),0,4
"February 6, 2016",California,Los Angeles,1,3
"February 6, 2016",Florida,Apopka,0,4
"February 6, 2016",Florida,Tampa,2,6
"February 3, 2016",District of Columbia,Washington,0,4
"January 30, 2016",Arizona,Glendale,3,5
"January 27, 2016",Virginia,Chesapeake,6,0
"January 26, 2016",Washington,Seattle,2,3
"January 25, 2016",California,Perris,1,4
"January 23, 2016",California,Los Angeles,2,2
"January 17, 2016",Virginia,Ware Neck (Gloucester Courthouse),1,3
"January 11, 2016",Delaware,Wilmington,1,4
"January 8, 2016",District of Columbia,Washington,0,4
"January 8, 2016",Illinois,Chicago,1,4
"January 7, 2016",Tennessee,Memphis,1,3
"January 6, 2016",Florida,Lakeland,3,1
"December 31, 2017",Colorado,Littleton (Highlands Ranch),2,6
"December 31, 2017",Illinois,Chicago,0,4
"December 31, 2017",New Jersey,Long Branch,4,0
"December 27, 2017",Nevada,Las Vegas,2,2
"December 26, 2017",Florida,Miami,0,5
"December 24, 2017",Mississippi,Vicksburg,0,5
"December 24, 2017",Alabama,Troy,1,4
"December 23, 2017",Louisiana,Eunice,1,3
"December 23, 2017",Alabama,Birmingham,0,4
"December 21, 2017",Pennsylvania,Philadelphia,1,3
"December 21, 2017",Louisiana,Lafayette,0,4
"December 16, 2017",Mississippi,Mc Cool (Mccool),0,4
"December 15, 2017",California,Pacoima,0,5
"December 13, 2017",Ohio,Columbus,1,3
"December 12, 2017",Kentucky,Louisville,0,4
"December 12, 2017",Texas,Garland,0,4
"December 9, 2017",Massachusetts,Boston,0,4
"December 6, 2017",Illinois,Chicago,0,4
"December 4, 2017",Pennsylvania,Pittsburgh,2,2
"December 3, 2017",Tennessee,Memphis,1,3
"December 2, 2017",Michigan,Detroit,0,4
"November 30, 2017",Michigan,Detroit,1,4
"November 24, 2017",Mississippi,Brookhaven,1,6
"November 24, 2017",Ohio,Cleveland,1,5
"November 18, 2017",Minnesota,Minneapolis,0,4
"November 17, 2017",Louisiana,New Iberia,0,4
"November 16, 2017",Georgia,Columbus,0,7
"November 14, 2017",California,Corning,6,12
"November 14, 2017",California,Richmond,2,2
"November 12, 2017",Indiana,Gary,0,7
"November 12, 2017",California,Fresno,0,5
"November 12, 2017",Georgia,Atlanta,2,2
"November 11, 2017",Texas,Dallas,1,3
"November 11, 2017",Louisiana,New Orleans,1,5
"November 11, 2017",North Carolina,Fayetteville,1,5
"November 10, 2017",Ohio,Dayton (Trotwood),0,4
"November 9, 2017",Pennsylvania,Philadelphia,0,4
"November 5, 2017",Texas,Sutherland Springs,27,20
"November 4, 2017",Texas,Austin,0,4
"November 4, 2017",Ohio,Youngstown,0,4
"November 4, 2017",California,Santa Monica,1,3
"November 3, 2017",Minnesota,Minneapolis,0,4
"November 3, 2017",California,Gardena,0,4
"November 3, 2017",New York,Buffalo,0,4
"November 3, 2017",Louisiana,Lacombe,1,4
"October 29, 2017",Texas,Austin,1,3
"October 28, 2017",Ohio,Toledo,0,4
"October 28, 2017",Virginia,Petersburg,1,3
"October 27, 2017",Kentucky,Louisville,0,6
"October 27, 2017",California,San Francisco,0,4
"October 23, 2017",California,Clearlake Oaks,2,3
"October 22, 2017",Connecticut,Hartford,0,4
"October 22, 2017",Alabama,Lanett,2,7
"October 21, 2017",Florida,Jacksonville,0,4
"October 21, 2017",Tennessee,Nashville,0,4
"October 21, 2017",Pennsylvania,Chester,0,4
"October 21, 2017",Florida,Tampa,0,4
"October 18, 2017",Maryland,Edgewood,3,3
"October 17, 2017",New York,Brooklyn,0,4
"October 16, 2017",Mississippi,Meridian,1,3
"October 15, 2017",Texas,Houston,2,2
"October 15, 2017",Arizona,Phoenix,1,3
"October 12, 2017",California,Aliso Viejo,2,2
"October 11, 2017",Ohio,Pedro,4,0
"October 10, 2017",California,San Francisco,0,4
"October 9, 2017",Texas,Houston,0,5
"October 7, 2017",Arizona,Phoenix,0,4
"October 6, 2017",Illinois,Chicago,0,5
"October 5, 2017",Arizona,Casa Grande,4,0
"October 3, 2017",Florida,Miami,0,4
"October 1, 2017",Kansas,Lawrence,3,2
"October 1, 2017",Nevada,Las Vegas,59,441
"September 30, 2017",Tennessee,Memphis,1,3
"September 28, 2017",Louisiana,New Orleans,1,3
"September 26, 2017",Pennsylvania,Philadelphia,1,3
"September 26, 2017",Tennessee,Memphis,0,4
"September 26, 2017",Maryland,Baltimore,2,2
"September 24, 2017",Maryland,Baltimore,0,4
"September 24, 2017",Tennessee,Antioch,1,8
"September 24, 2017",New York,Syracuse,0,4
"September 24, 2017",New Jersey,Mays Landing,1,3
"September 23, 2017",California,Bakersfield,1,4
"September 23, 2017",Illinois,Danville,0,5
"September 23, 2017",Connecticut,Hartford,2,2
"September 20, 2017",Indiana,Gary,0,5
"September 17, 2017",Michigan,Detroit,1,3
"September 17, 2017",Virginia,Petersburg,1,4
"September 16, 2017",South Carolina,Columbia,0,8
"September 13, 2017",Tennessee,Memphis,1,5
"September 13, 2017",Washington,Rockford,1,3
"September 13, 2017",Pennsylvania,York,0,4
"September 13, 2017",Pennsylvania,Philadelphia,0,4
"September 10, 2017",Louisiana,New Orleans,1,3
"September 10, 2017",Texas,Plano,9,1
"September 9, 2017",Alabama,Selma,0,4
"September 6, 2017",Illinois,Chicago,0,4
"September 4, 2017",Illinois,Bellwood,0,4
"September 3, 2017",California,Inglewood,2,3
"September 2, 2017",Kentucky,Louisville,0,4
"September 2, 2017",Illinois,Chicago,1,3
"August 28, 2017",New Mexico,Clovis,2,4
"August 27, 2017",California,Sacramento,1,4
"August 27, 2017",Indiana,Evansville,1,3
"August 25, 2017",Florida,Gainesville,0,4
"August 24, 2017",Missouri,Saint Louis,4,0
"August 22, 2017",Illinois,Chicago,0,4
"August 21, 2017",New Jersey,Newark,0,4
"August 21, 2017",North Carolina,Whitakers,4,0
"August 21, 2017",New Jersey,Newark,1,3
"August 21, 2017",Maryland,Baltimore,1,3
"August 21, 2017",Tennessee,Memphis,0,4
"August 20, 2017",New York,Brooklyn,0,4
"August 20, 2017",Illinois,Chicago,2,5
"August 19, 2017",Ohio,Cleveland,1,4
"August 16, 2017",New York,Wyandanch,0,4
"August 14, 2017",California,North Hollywood,2,2
"August 13, 2017",Pennsylvania,Philadelphia,0,5
"August 13, 2017",California,Sacramento,0,4
"August 13, 2017",Virginia,Suffolk,0,4
"August 12, 2017",Missouri,Saint Louis,1,3
"August 8, 2017",Illinois,Chicago,1,6
"August 6, 2017",New York,Bronx,0,6
"August 6, 2017",New York,Bronx,0,4
"August 6, 2017",California,Oakland,0,7
"August 5, 2017",New Jersey,Lakewood,0,4
"August 5, 2017",South Carolina,Allendale,1,3
"August 5, 2017",Florida,Tallahassee,1,3
"August 4, 2017",Montana,Lodge Grass,3,2
"August 3, 2017",District of Columbia,Washington,1,3
"August 2, 2017",Maryland,Baltimore,0,4
"August 1, 2017",Illinois,Chicago,0,4
"August 1, 2017",Washington,Toppenish,0,6
"August 1, 2017",California,Fresno,0,7
"July 31, 2017",Illinois,Decatur,0,4
"July 30, 2017",Virginia,Norfolk,1,5
"July 30, 2017",Texas,El Paso,1,3
"July 29, 2017",New York,Buffalo,1,4
"July 29, 2017",North Carolina,Salisbury,2,3
"July 28, 2017",Delaware,Wilmington,0,4
"July 27, 2017",Illinois,Chicago,1,4
"July 26, 2017",North Carolina,High Point,1,6
"July 25, 2017",Florida,Jacksonville,1,3
"July 23, 2017",Illinois,Chicago,1,3
"July 23, 2017",Louisiana,Baton Rouge,0,4
"July 22, 2017",Ohio,Cincinnati,0,5
"July 19, 2017",Virginia,Richmond,0,5
"July 19, 2017",California,Los Angeles,1,3
"July 18, 2017",Wisconsin,Milwaukee,0,4
"July 18, 2017",New Jersey,Trenton,1,3
"July 18, 2017",Arizona,El Mirage,0,4
"July 15, 2017",Pennsylvania,Philadelphia,1,3
"July 15, 2017",Illinois,Chicago,0,4
"July 9, 2017",Virginia,Lawrenceville,0,7
"July 8, 2017",Illinois,Alton,0,4
"July 8, 2017",Ohio,Cincinnati,1,8
"July 6, 2017",Mississippi,Meridian,0,4
"July 5, 2017",Georgia,Savannah,0,4
"July 5, 2017",Illinois,Chicago (Roseland),2,2
"July 5, 2017",Maine,Madison,4,1
"July 4, 2017",Florida,Orlando (Pine Castle),0,4
"July 4, 2017",Virginia,Hampton,1,4
"July 4, 2017",North Carolina,Raleigh,1,3
"July 3, 2017",Alabama,Prattville,3,1
"July 3, 2017",Michigan,Pontiac,1,3
"July 2, 2017",New Jersey,Jersey City,0,4
"July 2, 2017",South Carolina,Greenwood,0,4
"July 1, 2017",Illinois,Momence,0,4
"July 1, 2017",New Jersey,Newark,2,2
"July 1, 2017",California,Oakland,0,4
"July 1, 2017",Arkansas,Little Rock,0,25
"June 30, 2017",New York,Bronx,2,6
"June 27, 2017",Illinois,Chicago,0,5
"June 25, 2017",District of Columbia,Washington,0,4
"June 25, 2017",Missouri,Saint Louis,1,3
"June 24, 2017",Florida,Fort Lauderdale,1,4
"June 24, 2017",New York,New York (Manhattan),0,5
"June 24, 2017",New Jersey,Willingboro,0,4
"June 22, 2017",Georgia,Atlanta,1,6
"June 18, 2017",Missouri,Saint Louis,3,2
"June 18, 2017",District of Columbia,Washington,0,4
"June 18, 2017",Illinois,Chicago,0,4
"June 18, 2017",South Carolina,Myrtle Beach,0,7
"June 17, 2017",Illinois,Chicago,0,4
"June 17, 2017",Ohio,Columbus,1,4
"June 15, 2017",Virginia,Richmond,1,3
"June 15, 2017",New Mexico,La Madera,5,0
"June 14, 2017",Virginia,Alexandria,1,5
"June 14, 2017",Ohio,Canton,0,4
"June 14, 2017",California,San Francisco,4,2
"June 13, 2017",Maryland,Baltimore,0,4
"June 13, 2017",Maryland,Baltimore,2,2
"June 13, 2017",Missouri,Saint Louis (University City),0,4
"June 11, 2017",Illinois,Chicago,0,9
"June 11, 2017",Tennessee,Chattanooga,0,4
"June 11, 2017",Texas,Houston,0,4
"June 10, 2017",Tennessee,Memphis,0,4
"June 9, 2017",Texas,Fort Worth,2,5
"June 8, 2017",Louisiana,New Orleans,0,6
"June 6, 2017",Utah,Sandy,3,2
"June 5, 2017",Florida,Orlando,6,0
"June 3, 2017",Missouri,Saint Louis,2,2
"June 3, 2017",Louisiana,New Orleans,3,2
"June 2, 2017",California,Los Angeles,1,3
"June 2, 2017",Texas,Laredo,2,3
"June 1, 2017",Missouri,Saint Louis,3,1
"May 30, 2017",Ohio,Middletown,1,3
"May 29, 2017",Kentucky,Louisville,1,3
"May 28, 2017",Alabama,Phenix City,0,12
"May 28, 2017",New Jersey,Paterson,1,5
"May 28, 2017",Mississippi,Moss Point,0,5
"May 27, 2017",New York,New York (Manhattan),0,4
"May 27, 2017",District of Columbia,Washington,1,7
"May 27, 2017",Mississippi,Bogue Chitto,8,1
"May 26, 2017",Florida,Miami,0,4
"May 21, 2017",Iowa,Des Moines,1,3
"May 21, 2017",Arizona,Mesa,0,4
"May 20, 2017",Pennsylvania,Philadelphia,0,10
"May 16, 2017",South Carolina,Ruffin,3,1
"May 14, 2017",Arkansas,Jonesboro,1,6
"May 14, 2017",Illinois,Dolton,0,5
"May 14, 2017",Florida,Avon Park,0,5
"May 14, 2017",Texas,Fort Worth,0,4
"May 10, 2017",New Jersey,Trenton,1,3
"May 9, 2017",Kansas,Kansas City,3,1
"May 7, 2017",Illinois,Chicago,2,8
"May 4, 2017",Michigan,Flint,1,3
"May 2, 2017",Florida,Jacksonville,1,3
"May 1, 2017",Texas,Dallas,2,3
"April 30, 2017",California,San Diego,2,6
"April 30, 2017",Kansas,Topeka,4,1
"April 30, 2017",Florida,Jacksonville,0,5
"April 30, 2017",South Carolina,Loris,1,5
"April 29, 2017",California,Los Angeles (Boyle Heights),1,3
"April 29, 2017",California,Sacramento,0,5
"April 29, 2017",California,Whittier,1,5
"April 29, 2017",Maryland,Germantown,1,3
"April 29, 2017",California,Compton,0,4
"April 29, 2017",Virginia,Virginia Beach,0,4
"April 28, 2017",Pennsylvania,Chester,0,4
"April 27, 2017",New Jersey,Newark,1,3
"April 26, 2017",Florida,Miami,0,4
"April 21, 2017",Florida,Palm Bay,2,2
"April 20, 2017",Kentucky,Louisville,0,4
"April 16, 2017",California,Vallejo,0,4
"April 16, 2017",North Carolina,Elizabeth City,0,4
"April 16, 2017",Ohio,Columbus,0,9
"April 15, 2017",Illinois,Rock Falls,0,4
"April 15, 2017",Pennsylvania,Philadelphia,0,4
"April 15, 2017",Indiana,Indianapolis,0,4
"April 15, 2017",Alabama,Birmingham,0,6
"April 15, 2017",Illinois,Harvey,0,4
"April 15, 2017",California,Banning,0,4
"April 13, 2017",Georgia,Atlanta,1,3
"April 9, 2017",Texas,San Antonio,1,3
"April 9, 2017",Indiana,Fort Wayne,1,3
"April 7, 2017",North Carolina,Hickory,3,1
"April 7, 2017",Texas,Houston,5,0
"April 7, 2017",Minnesota,Saint Paul,4,1
"April 7, 2017",Illinois,Chicago,1,5
"April 6, 2017",Louisiana,Lake Charles,1,3
"April 3, 2017",Pennsylvania,Philadelphia,3,1
"April 3, 2017",Texas,Lubbock,0,7
"April 2, 2017",Illinois,Chicago,2,4
"April 2, 2017",Iowa,Des Moines,0,5
"April 1, 2017",California,Pittsburg,0,5
"April 1, 2017",Florida,Tampa,1,4
"April 1, 2017",Oklahoma,Oklahoma City,2,3
"March 30, 2017",Illinois,Chicago,4,0
